2025-09-28 10:57:25,884 p=2514823 u=root n=ansible | PLAY [APK SIEM Product Installer - Fixed Version] *******************************************************************************************************************************************************************************************
2025-09-28 16:59:09,977 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:10,076 p=2570393 u=root n=ansible | TASK [install_elastic : Generate CA certificate] ********************************************************************************************************************************************************************************************
2025-09-28 16:59:10,171 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:10,274 p=2570393 u=root n=ansible | TASK [install_elastic : Set CA certificate permissions] *************************************************************************************************************************************************************************************
2025-09-28 16:59:10,391 p=2570393 u=root n=ansible | skipping: [lb1] => (item={'path': '/usr/share/siem/elasticsearch/certs/ca/ca.key', 'mode': '0600'}) 
2025-09-28 16:59:10,399 p=2570393 u=root n=ansible | skipping: [lb1] => (item={'path': '/usr/share/siem/elasticsearch/certs/ca/ca.crt', 'mode': '0644'}) 
2025-09-28 16:59:10,401 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:10,488 p=2570393 u=root n=ansible | TASK [install_elastic : Create comprehensive node list for certificate generation] **********************************************************************************************************************************************************
2025-09-28 16:59:10,581 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:10,677 p=2570393 u=root n=ansible | TASK [install_elastic : Debug nodes list for certificate generation] ************************************************************************************************************************************************************************
2025-09-28 16:59:10,770 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:10,823 p=2570393 u=root n=ansible | TASK [install_elastic : Create certificate directories for all cluster nodes] ***************************************************************************************************************************************************************
2025-09-28 16:59:10,910 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:10,968 p=2570393 u=root n=ansible | TASK [install_elastic : Check existing node certificates] ***********************************************************************************************************************************************************************************
2025-09-28 16:59:11,069 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:11,162 p=2570393 u=root n=ansible | TASK [install_elastic : Generate private keys for all nodes] ********************************************************************************************************************************************************************************
2025-09-28 16:59:11,259 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:11,370 p=2570393 u=root n=ansible | TASK [install_elastic : Create certificate configs for all nodes] ***************************************************************************************************************************************************************************
2025-09-28 16:59:11,504 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:11,604 p=2570393 u=root n=ansible | TASK [install_elastic : Generate certificate requests for all nodes] ************************************************************************************************************************************************************************
2025-09-28 16:59:11,660 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:11,775 p=2570393 u=root n=ansible | TASK [install_elastic : Sign certificates with CA for all nodes] ****************************************************************************************************************************************************************************
2025-09-28 16:59:11,877 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:11,984 p=2570393 u=root n=ansible | TASK [install_elastic : Set certificate file permissions for all nodes] *********************************************************************************************************************************************************************
2025-09-28 16:59:12,043 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:12,103 p=2570393 u=root n=ansible | TASK [install_elastic : Clean up temporary certificate files] *******************************************************************************************************************************************************************************
2025-09-28 16:59:12,202 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:12,300 p=2570393 u=root n=ansible | TASK [install_elastic : Synchronize certificate directory to other hosts] *******************************************************************************************************************************************************************
2025-09-28 16:59:12,363 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:12,466 p=2570393 u=root n=ansible | TASK [install_elastic : Ensure private key permissions on distributed certificates] *********************************************************************************************************************************************************
2025-09-28 16:59:12,520 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:12,711 p=2570393 u=root n=ansible | TASK [install_elastic : Verify node certificates exist] *************************************************************************************************************************************************************************************
2025-09-28 16:59:12,747 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:12,802 p=2570393 u=root n=ansible | TASK [install_elastic : Test certificate chain for each node] *******************************************************************************************************************************************************************************
2025-09-28 16:59:12,855 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:12,932 p=2570393 u=root n=ansible | TASK [install_elastic : Display SSL certificate setup success] ******************************************************************************************************************************************************************************
2025-09-28 16:59:13,029 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:13,111 p=2570393 u=root n=ansible | TASK [install_elastic : Generate node-specific configurations] ******************************************************************************************************************************************************************************
2025-09-28 16:59:13,217 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:13,320 p=2570393 u=root n=ansible | TASK [install_elastic : Generate JVM options for each node] *********************************************************************************************************************************************************************************
2025-09-28 16:59:13,404 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:13,514 p=2570393 u=root n=ansible | TASK [install_elastic : Generate Docker Compose file for {{ deployment_type }} deployment] **************************************************************************************************************************************************
2025-09-28 16:59:13,576 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:13,686 p=2570393 u=root n=ansible | TASK [install_elastic : Verify docker-compose file was created] *****************************************************************************************************************************************************************************
2025-09-28 16:59:13,785 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:13,881 p=2570393 u=root n=ansible | TASK [install_elastic : Display docker-compose creation status] *****************************************************************************************************************************************************************************
2025-09-28 16:59:13,982 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:14,125 p=2570393 u=root n=ansible | TASK [install_elastic : Fail if docker-compose file was not created] ************************************************************************************************************************************************************************
2025-09-28 16:59:14,187 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:14,250 p=2570393 u=root n=ansible | TASK [install_elastic : Display Docker deployment banner] ***********************************************************************************************************************************************************************************
2025-09-28 16:59:14,333 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:14,417 p=2570393 u=root n=ansible | TASK [install_elastic : Check if Docker image file exists in files directory] ***************************************************************************************************************************************************************
2025-09-28 16:59:14,499 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:14,605 p=2570393 u=root n=ansible | TASK [install_elastic : Display Docker image file status] ***********************************************************************************************************************************************************************************
2025-09-28 16:59:14,707 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:14,756 p=2570393 u=root n=ansible | TASK [install_elastic : Create cache directory for Docker images] ***************************************************************************************************************************************************************************
2025-09-28 16:59:14,846 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:14,961 p=2570393 u=root n=ansible | TASK [install_elastic : Check if Elasticsearch Docker image already exists locally] *********************************************************************************************************************************************************
2025-09-28 16:59:15,039 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:15,181 p=2570393 u=root n=ansible | TASK [install_elastic : Copy Elasticsearch Docker image if not present] *********************************************************************************************************************************************************************
2025-09-28 16:59:15,252 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:15,328 p=2570393 u=root n=ansible | TASK [install_elastic : Load Elasticsearch Docker image if not present] *********************************************************************************************************************************************************************
2025-09-28 16:59:15,432 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:15,483 p=2570393 u=root n=ansible | TASK [install_elastic : Remove temporary Docker image file] *********************************************************************************************************************************************************************************
2025-09-28 16:59:15,550 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:15,610 p=2570393 u=root n=ansible | TASK [install_elastic : Verify Elasticsearch Docker image exists after loading] *************************************************************************************************************************************************************
2025-09-28 16:59:15,671 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:15,705 p=2570393 u=root n=ansible | TASK [install_elastic : Display found image] ************************************************************************************************************************************************************************************************
2025-09-28 16:59:15,750 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:15,792 p=2570393 u=root n=ansible | TASK [install_elastic : Detect deployment type] *********************************************************************************************************************************************************************************************
2025-09-28 16:59:15,873 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:15,985 p=2570393 u=root n=ansible | TASK [install_elastic : Set elasticsearch_node_roles for single-node compatibility] *********************************************************************************************************************************************************
2025-09-28 16:59:16,051 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:16,144 p=2570393 u=root n=ansible | TASK [install_elastic : Remove any existing docker-compose file to force regeneration] ******************************************************************************************************************************************************
2025-09-28 16:59:16,221 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:16,311 p=2570393 u=root n=ansible | TASK [install_elastic : Generate Multi-Node Docker Compose file] ****************************************************************************************************************************************************************************
2025-09-28 16:59:16,365 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:16,466 p=2570393 u=root n=ansible | TASK [install_elastic : Generate Single-Node Docker Compose file] ***************************************************************************************************************************************************************************
2025-09-28 16:59:16,537 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:16,612 p=2570393 u=root n=ansible | TASK [install_elastic : Check if docker-compose file was created] ***************************************************************************************************************************************************************************
2025-09-28 16:59:16,679 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:16,757 p=2570393 u=root n=ansible | TASK [install_elastic : Fail if compose file was not created] *******************************************************************************************************************************************************************************
2025-09-28 16:59:16,833 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:16,920 p=2570393 u=root n=ansible | TASK [install_elastic : Validate YAML syntax using docker-compose] **************************************************************************************************************************************************************************
2025-09-28 16:59:17,027 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:17,068 p=2570393 u=root n=ansible | TASK [install_elastic : Display validation success] *****************************************************************************************************************************************************************************************
2025-09-28 16:59:17,290 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:17,376 p=2570393 u=root n=ansible | TASK [install_elastic : Create environment file] ********************************************************************************************************************************************************************************************
2025-09-28 16:59:17,433 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:17,526 p=2570393 u=root n=ansible | TASK [install_elastic : Stop existing Elasticsearch container if config changed] ************************************************************************************************************************************************************
2025-09-28 16:59:17,619 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:17,683 p=2570393 u=root n=ansible | TASK [install_elastic : Deploy Elasticsearch using Docker Compose (local image only)] *******************************************************************************************************************************************************
2025-09-28 16:59:17,733 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:17,793 p=2570393 u=root n=ansible | TASK [install_elastic : Wait for containers to be running] **********************************************************************************************************************************************************************************
2025-09-28 16:59:17,860 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:17,934 p=2570393 u=root n=ansible | TASK [install_elastic : Wait additional time for Elasticsearch to fully start] **************************************************************************************************************************************************************
2025-09-28 16:59:18,023 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:18,082 p=2570393 u=root n=ansible | TASK [install_elastic : Display container deployment status] ********************************************************************************************************************************************************************************
2025-09-28 16:59:18,161 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:18,222 p=2570393 u=root n=ansible | TASK [install_elastic : Display completion message] *****************************************************************************************************************************************************************************************
2025-09-28 16:59:18,308 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:18,333 p=2570393 u=root n=ansible | TASK [install_elastic : Handle installation failure] ****************************************************************************************************************************************************************************************
2025-09-28 16:59:18,409 p=2570393 u=root n=ansible | fatal: [host1]: FAILED! => {"msg": "The conditional check 'has_elasticsearch_nodes' failed. The error was: error while evaluating conditional (has_elasticsearch_nodes): 'has_elasticsearch_nodes' is undefined. 'has_elasticsearch_nodes' is undefined\n\nThe error appears to be in '/root/roles/install_elastic/tasks/main.yml': line 254, column 7, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n  rescue:\n    - name: Handle installation failure\n      ^ here\n"}
2025-09-28 16:59:18,522 p=2570393 u=root n=ansible | fatal: [host2]: FAILED! => {"msg": "The conditional check 'has_elasticsearch_nodes' failed. The error was: error while evaluating conditional (has_elasticsearch_nodes): 'has_elasticsearch_nodes' is undefined. 'has_elasticsearch_nodes' is undefined\n\nThe error appears to be in '/root/roles/install_elastic/tasks/main.yml': line 254, column 7, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n  rescue:\n    - name: Handle installation failure\n      ^ here\n"}
2025-09-28 16:59:18,559 p=2570393 u=root n=ansible | fatal: [host3]: FAILED! => {"msg": "The conditional check 'has_elasticsearch_nodes' failed. The error was: error while evaluating conditional (has_elasticsearch_nodes): 'has_elasticsearch_nodes' is undefined. 'has_elasticsearch_nodes' is undefined\n\nThe error appears to be in '/root/roles/install_elastic/tasks/main.yml': line 254, column 7, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n  rescue:\n    - name: Handle installation failure\n      ^ here\n"}
2025-09-28 16:59:18,560 p=2570393 u=root n=ansible | fatal: [bda]: FAILED! => {"msg": "The conditional check 'has_elasticsearch_nodes' failed. The error was: error while evaluating conditional (has_elasticsearch_nodes): 'has_elasticsearch_nodes' is undefined. 'has_elasticsearch_nodes' is undefined\n\nThe error appears to be in '/root/roles/install_elastic/tasks/main.yml': line 254, column 7, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n  rescue:\n    - name: Handle installation failure\n      ^ here\n"}
2025-09-28 16:59:18,592 p=2570393 u=root n=ansible | TASK [install_kibana : Display Kibana installation banner] **********************************************************************************************************************************************************************************
2025-09-28 16:59:18,653 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:18,674 p=2570393 u=root n=ansible | TASK [install_kibana : Set required Kibana variables with defaults] *************************************************************************************************************************************************************************
2025-09-28 16:59:18,769 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:18,792 p=2570393 u=root n=ansible | TASK [install_kibana : Check if Elasticsearch is running] ***********************************************************************************************************************************************************************************
2025-09-28 16:59:18,892 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:18,921 p=2570393 u=root n=ansible | TASK [install_kibana : Display Elasticsearch connection status] *****************************************************************************************************************************************************************************
2025-09-28 16:59:18,969 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:18,993 p=2570393 u=root n=ansible | TASK [install_kibana : Install Docker if not present] ***************************************************************************************************************************************************************************************
2025-09-28 16:59:19,074 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:19,092 p=2570393 u=root n=ansible | TASK [install_kibana : Start Docker service] ************************************************************************************************************************************************************************************************
2025-09-28 16:59:19,172 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:19,195 p=2570393 u=root n=ansible | TASK [install_kibana : Create Kibana Docker directories] ************************************************************************************************************************************************************************************
2025-09-28 16:59:19,310 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana) 
2025-09-28 16:59:19,335 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana/data) 
2025-09-28 16:59:19,361 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana/logs) 
2025-09-28 16:59:19,392 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana/config) 
2025-09-28 16:59:19,416 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana/certs) 
2025-09-28 16:59:19,432 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana/certs/kibana) 
2025-09-28 16:59:19,441 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana/certs/ca) 
2025-09-28 16:59:19,442 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:19,484 p=2570393 u=root n=ansible | TASK [install_kibana : Check if Kibana Docker image file exists] ****************************************************************************************************************************************************************************
2025-09-28 16:59:19,579 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:19,602 p=2570393 u=root n=ansible | TASK [install_kibana : Copy Kibana Docker image] ********************************************************************************************************************************************************************************************
2025-09-28 16:59:19,667 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:19,693 p=2570393 u=root n=ansible | TASK [install_kibana : Load Kibana Docker image] ********************************************************************************************************************************************************************************************
2025-09-28 16:59:19,760 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:19,783 p=2570393 u=root n=ansible | TASK [install_kibana : Remove temporary image file] *****************************************************************************************************************************************************************************************
2025-09-28 16:59:19,848 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:19,860 p=2570393 u=root n=ansible | TASK [install_kibana : Check if image is available in Docker] *******************************************************************************************************************************************************************************
2025-09-28 16:59:19,972 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:19,990 p=2570393 u=root n=ansible | TASK [install_kibana : Display image status] ************************************************************************************************************************************************************************************************
2025-09-28 16:59:20,088 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:20,119 p=2570393 u=root n=ansible | TASK [install_kibana : Copy Elasticsearch CA certificate] ***********************************************************************************************************************************************************************************
2025-09-28 16:59:20,235 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:20,251 p=2570393 u=root n=ansible | TASK [install_kibana : Check if Kibana certificates exist] **********************************************************************************************************************************************************************************
2025-09-28 16:59:20,336 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:20,365 p=2570393 u=root n=ansible | TASK [install_kibana : Generate Kibana private key] *****************************************************************************************************************************************************************************************
2025-09-28 16:59:20,468 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:20,486 p=2570393 u=root n=ansible | TASK [install_kibana : Create certificate configuration] ************************************************************************************************************************************************************************************
2025-09-28 16:59:20,575 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:20,591 p=2570393 u=root n=ansible | TASK [install_kibana : Generate certificate request] ****************************************************************************************************************************************************************************************
2025-09-28 16:59:20,672 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:20,698 p=2570393 u=root n=ansible | TASK [install_kibana : Sign certificate with Elasticsearch CA] ******************************************************************************************************************************************************************************
2025-09-28 16:59:20,755 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:20,782 p=2570393 u=root n=ansible | TASK [install_kibana : Set certificate permissions] *****************************************************************************************************************************************************************************************
2025-09-28 16:59:20,871 p=2570393 u=root n=ansible | skipping: [lb1] => (item={'path': '/usr/share/siem/kibana/certs/kibana/kibana.key', 'mode': '0600'}) 
2025-09-28 16:59:20,883 p=2570393 u=root n=ansible | skipping: [lb1] => (item={'path': '/usr/share/siem/kibana/certs/kibana/kibana.crt', 'mode': '0644'}) 
2025-09-28 16:59:20,885 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:20,902 p=2570393 u=root n=ansible | TASK [install_kibana : Cleanup temporary files] *********************************************************************************************************************************************************************************************
2025-09-28 16:59:20,996 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana/certs/kibana/kibana.csr) 
2025-09-28 16:59:21,015 p=2570393 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/kibana/certs/kibana/kibana.conf) 
2025-09-28 16:59:21,017 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,038 p=2570393 u=root n=ansible | TASK [install_kibana : Check if Elasticsearch container is running] *************************************************************************************************************************************************************************
2025-09-28 16:59:21,130 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,152 p=2570393 u=root n=ansible | TASK [install_kibana : Check if kibana service token exists] ********************************************************************************************************************************************************************************
2025-09-28 16:59:21,235 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,247 p=2570393 u=root n=ansible | TASK [install_kibana : Create service token if needed] **************************************************************************************************************************************************************************************
2025-09-28 16:59:21,335 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,349 p=2570393 u=root n=ansible | TASK [install_kibana : Extract service token] ***********************************************************************************************************************************************************************************************
2025-09-28 16:59:21,425 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,459 p=2570393 u=root n=ansible | TASK [install_kibana : Get existing service token] ******************************************************************************************************************************************************************************************
2025-09-28 16:59:21,567 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,582 p=2570393 u=root n=ansible | TASK [install_kibana : Set service token from existing] *************************************************************************************************************************************************************************************
2025-09-28 16:59:21,682 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,698 p=2570393 u=root n=ansible | TASK [install_kibana : Generate certificate fingerprint] ************************************************************************************************************************************************************************************
2025-09-28 16:59:21,787 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,800 p=2570393 u=root n=ansible | TASK [install_kibana : Set certificate fingerprint] *****************************************************************************************************************************************************************************************
2025-09-28 16:59:21,886 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:21,908 p=2570393 u=root n=ansible | TASK [install_kibana : Generate Kibana configuration file] **********************************************************************************************************************************************************************************
2025-09-28 16:59:21,991 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,012 p=2570393 u=root n=ansible | TASK [install_kibana : Generate Kibana Docker Compose file] *********************************************************************************************************************************************************************************
2025-09-28 16:59:22,071 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,086 p=2570393 u=root n=ansible | TASK [install_kibana : Verify Kibana docker-compose file was created] ***********************************************************************************************************************************************************************
2025-09-28 16:59:22,177 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,199 p=2570393 u=root n=ansible | TASK [install_kibana : Display Kibana compose file status] **********************************************************************************************************************************************************************************
2025-09-28 16:59:22,259 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,280 p=2570393 u=root n=ansible | TASK [install_kibana : Fail if Kibana docker-compose file was not created] ******************************************************************************************************************************************************************
2025-09-28 16:59:22,374 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,396 p=2570393 u=root n=ansible | TASK [install_kibana : Verify docker-compose file exists] ***********************************************************************************************************************************************************************************
2025-09-28 16:59:22,453 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,470 p=2570393 u=root n=ansible | TASK [install_kibana : Fail if docker-compose file is missing] ******************************************************************************************************************************************************************************
2025-09-28 16:59:22,561 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,583 p=2570393 u=root n=ansible | TASK [install_kibana : Check if elastic network exists] *************************************************************************************************************************************************************************************
2025-09-28 16:59:22,664 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,780 p=2570393 u=root n=ansible | TASK [install_kibana : Create elastic network if it doesn't exist] **************************************************************************************************************************************************************************
2025-09-28 16:59:22,860 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,882 p=2570393 u=root n=ansible | TASK [install_kibana : Stop existing Kibana container if running] ***************************************************************************************************************************************************************************
2025-09-28 16:59:22,947 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:22,970 p=2570393 u=root n=ansible | TASK [install_kibana : Start Kibana Docker containers] **************************************************************************************************************************************************************************************
2025-09-28 16:59:23,029 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,065 p=2570393 u=root n=ansible | TASK [install_kibana : Display container startup result] ************************************************************************************************************************************************************************************
2025-09-28 16:59:23,168 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,190 p=2570393 u=root n=ansible | TASK [install_kibana : Wait for Kibana container to be running] *****************************************************************************************************************************************************************************
2025-09-28 16:59:23,291 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,324 p=2570393 u=root n=ansible | TASK [install_kibana : Display container status] ********************************************************************************************************************************************************************************************
2025-09-28 16:59:23,426 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,446 p=2570393 u=root n=ansible | TASK [install_kibana : Check container logs if startup failed] ******************************************************************************************************************************************************************************
2025-09-28 16:59:23,505 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,530 p=2570393 u=root n=ansible | TASK [install_kibana : Display container logs on failure] ***********************************************************************************************************************************************************************************
2025-09-28 16:59:23,615 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,643 p=2570393 u=root n=ansible | TASK [install_kibana : Wait for Kibana API to be ready] *************************************************************************************************************************************************************************************
2025-09-28 16:59:23,722 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,746 p=2570393 u=root n=ansible | TASK [install_kibana : Display Kibana health check result] **********************************************************************************************************************************************************************************
2025-09-28 16:59:23,845 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,872 p=2570393 u=root n=ansible | TASK [install_kibana : Show final status and access information] ****************************************************************************************************************************************************************************
2025-09-28 16:59:23,968 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:23,997 p=2570393 u=root n=ansible | TASK [install_kibana : create Geo ip database folder] ***************************************************************************************************************************************************************************************
2025-09-28 16:59:24,089 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:24,114 p=2570393 u=root n=ansible | TASK [install_kibana : Copy geo IP database to destination] *********************************************************************************************************************************************************************************
2025-09-28 16:59:24,206 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:24,229 p=2570393 u=root n=ansible | TASK [install_kibana : Copy nginx config file to serve geo ips] *****************************************************************************************************************************************************************************
2025-09-28 16:59:24,316 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:24,338 p=2570393 u=root n=ansible | TASK [install_kibana : Disable nginx default web page] **************************************************************************************************************************************************************************************
2025-09-28 16:59:24,428 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:24,457 p=2570393 u=root n=ansible | TASK [install_kibana : Enable nginx module] *************************************************************************************************************************************************************************************************
2025-09-28 16:59:24,571 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:24,594 p=2570393 u=root n=ansible | TASK [install_kibana : Load nginx configuration file] ***************************************************************************************************************************************************************************************
2025-09-28 16:59:24,684 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:24,706 p=2570393 u=root n=ansible | TASK [install_kibana : Display installation completion] *************************************************************************************************************************************************************************************
2025-09-28 16:59:24,795 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:24,826 p=2570393 u=root n=ansible | TASK [install_kibana : Check if host already exists in kibana.yml] **************************************************************************************************************************************************************************
2025-09-28 16:59:24,915 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:24,945 p=2570393 u=root n=ansible | TASK [install_kibana : Add new host to xpack.fleet.outputs.hosts] ***************************************************************************************************************************************************************************
2025-09-28 16:59:25,034 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:25,081 p=2570393 u=root n=ansible | TASK [install_kibana : Verify the change] ***************************************************************************************************************************************************************************************************
2025-09-28 16:59:25,210 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:25,242 p=2570393 u=root n=ansible | TASK [install_kibana : Take Backup from kibana before update] *******************************************************************************************************************************************************************************
2025-09-28 16:59:25,338 p=2570393 u=root n=ansible | skipping: [lb1]
2025-09-28 16:59:25,368 p=2570393 u=root n=ansible | TASK [install_kibana : Check status of the kibana service] **********************************************************************************************************************************************************************************
